no,indikator_utama,hasil_2025,target_2026,catatan_lhe,rencana_aksi_desc,satuan,indikator_output,tw1,tw2,tw3,tw4,target_total,anggaran,keterangan,pic_koordinator,pic_pelaksana,kategori_tematik
18,Tingkat Kepatuhan Standar Pelayanan Publik,94.99,94.99,"Catatan: -
Rekomendasi: -",1. Melakukan evaluasi kinerja pelayanan publik secara mandiri sesuai Standar Ombudsman Rl,Persen,Persentase penyelesaian aktivitas perbaikan pelayanan publik sesuai Standar Ombudsman Rl,20,50,90,100,100,-,"Tahun 2025, penilaian kepatuhan oleh Ombudsman RI dilaksanakan secara sampel, dan BPS tidak terpilih sebagai lokus penilaian, sehingga nilai hasil evaluasi RB pada tahun 2025 menggunakan hasil penilaian kepatuhan Ombudsman RI tahun 2024.","Direktorat Diseminasi, Pemberdayaan dan Evaluasi Penyelenggaraan Statistik","Direktorat Diseminasi, Pemberdayaan dan Evaluasi Penyelenggaraan Statistik",RB General
19,Survei Kepuasan Masyarakat,95.86,95.86,"Catatan: -
Rekomendasi: Mempertahankan kualitas pelayanan publik serta melakukan perbaikan secara berkelanjutan, Mengoptimalkan data hasil SKM sebagai dasar perbaikan pelayanan",1. Pengukuran kepuasan masyarakat terhadap pelayanan publik,-,Indeks Kepuasan Masyarakat,95.84 ,95.84 ,95.85,95.85,95.86,-,"Hasil SKM BPS tahun 2025 sudah sangat tinggi sehingga tahun 2026 ditargetkan sama dengan hasil tahun 2025 [sebesar 95,86 dari nilai maksimum 100].","Direktorat Diseminasi, Pemberdayaan dan Evaluasi Penyelenggaraan Statistik","Direktorat Diseminasi, Pemberdayaan dan Evaluasi Penyelenggaraan Statistik",RB General
20,Indeks Pembangunan Statistik,95.86,4.33,1. Penerapan Prinsip satu Data Indonesia di Badan Pusat Statistik sudah melakukan input standar data seluruh kegiatan statistik dan sudah melakukan reviu usulan Standar Data Statistik tahun 2022,1. Pelaksanaan pemantauan/reviu penerapan SDI di BPS,Persen,Persentase pemantauan/reviu pelaksanaan prinsip SDI di BPS,0,25,50,100,100,,,"Direktorat Diseminasi, Pemberdayaan, dan Evaluasi Penyelenggaraan Statistik ","Direktorat Diseminasi, Pemberdayaan, dan Evaluasi Penyelenggaraan Statistik (Walidata)",RB General
20,Indeks Pembangunan Statistik,95.86,4.33,2. Penerapan  Kualitas Data di Badan Pusat Statistik sudah didukung Perka BPS nomor 99 Tahun 2024 tentang Penyelenggaraan Survei Kebutuhan Data di Lingkungan Badan Pusat Statistik dan Perka BPS nomor 117 Tahun 2023 tebtang Pedoman Penjaminan Kualitas Statistik melalui Quality Gates,2. Pelaksanaan pemantauan/reviu penerapan Kualitas Data di BPS,Dokumen,Dokumen Pemantauan Quality Gate,,,,1,1,,,"Direktorat Diseminasi, Pemberdayaan, dan Evaluasi Penyelenggaraan Statistik ",Subdit Evaluasi Penyelenggaraan Statistik,RB General
20,Indeks Pembangunan Statistik,95.86,4.33,"3. Penerapan Proses Bisnis telah didukung ketersediaan dokumen Kerangka Acuan Kerja, dokumen reviu yang sistematis terhadap instrumen kegiatan statistik, dokumen buku pedoman pelaksanaan kegiatan statistik baik administrasi, tahap pengumpulan maupun pengolahan data, dokumen pedoman diseminasi yang seluruh jenis dokumen tersebut mendapatkan reviu secara berkala.",3. Pelaksanaan pemantauan/reviu ketersediaan dokumen kegiatan statistik  ,Dokumen,Jumlah set dokumen kegiatan statistik,,10,10,10,30,,,"Direktorat Diseminasi, Pemberdayaan, dan Evaluasi Penyelenggaraan Statistik ",Tim Pengelolaan Perpustakaan dan Produk Statistik,RB General
20,Indeks Pembangunan Statistik,95.86,4.33,4. Penerapan Kelembagaan di Badan Pusat Statistik telah tercermin dengan penyelenggaraan kegiatan Statistik telah dilakukan secara kolaboratif antar unit kerja di BPS dalam rangka peningkatan kualitas,4. Pemantauan/reviu Pelaksanaan kolaborasi antar unit kerja dan kerja sama,Dokumen,Dokumen Pemantauan/reviu Kolaborasi,0,1,1,1,3,,,Biro Perencanaan dan Kerja Sama,Tim Kerja sama,RB General
20,Indeks Pembangunan Statistik,95.86,4.33,5. Penerapan Sistem Statistik Nasional di Badan Pusat Statistik masih perlu didorong terkait pemanfaatan big Data,5. Pelaksanaan pemanfaatan big data untuk mendukung indikator statistik,Persen,Persentase pemantauan/reviu pelaksanaapemanfaatan big Data,,25,50,100,100,,,Direktorat Metodologi Statistik dan Data Sains,Tim Data Sains,RB General
21,Indeks SPBE / Pemerintah Digital,4.53,"1,70",1. Reviu Peta Rencana SPBE BPS dan mengubah menjadi Peta Rencana Pemerintah Digital BPS,a. Menganalisis Renstra BPS 2025-2029,Laporan,Laporan hasil analisis Renstra BPS 2025-2029,0,0,1,1,1,,Kegiatan ini akan terlaksana apabila final Renstra BPS 2025-2029 sudah ditetapkan,Direktorat SIS,Yulia Virantina,RB General
21,Indeks SPBE / Pemerintah Digital,4.53,(sesuai target Indeks Pemdi nasional pada RPJMN 2025-2029),1. Reviu Peta Rencana SPBE BPS dan mengubah menjadi Peta Rencana Pemerintah Digital BPS,b. Menyusun Perka Transformasi Pemerintah Digital BPS,Dokumen,Perka Transformasi Pemerintah Digital BPS,0,0,0,1,1,75.000.000*,- Kegiatan ini akan terlaksana apabila rencana aksi poin a sudah terlaksana.,,,RB General
21,Indeks SPBE / Pemerintah Digital,4.53,(sesuai target Indeks Pemdi nasional pada RPJMN 2025-2029),1. Reviu Peta Rencana SPBE BPS dan mengubah menjadi Peta Rencana Pemerintah Digital BPS,c. Menyusun Peta Rencana Pemerintah Digital BPS 2025-2029,Dokumen,Peta Rencana Pemerintah Digital BPS 2025-2029,0,0,0,1,1,,- *Konsolidasi penyusunan Perka Transformasi Pemerintah Digital BPS dan Peta Rencana  Pemerintah Digital BPS 2025-2029 dalam bentuk fullboard,,,RB General
21,Indeks SPBE / Pemerintah Digital,4.53,(sesuai target Indeks Pemdi nasional pada RPJMN 2025-2029),2. Reviu Pengembangan Layanan Online (Aplikasi Presensi BPS),a. Evaluasi Layanan Aplikasi Presensi Online BPS,Laporan,Laporan hasil evaluasi Layanan Aplikasi Presensi Online BPS,0,0,0,1,1,,,,,RB General
21,Indeks SPBE / Pemerintah Digital,4.53,(sesuai target Indeks Pemdi nasional pada RPJMN 2025-2029),2. Reviu Pengembangan Layanan Online (Aplikasi Presensi BPS),b. Tindak lanjut/ pengembangan Layanan Aplikasi Presensi Online BPS berdasarkan hasil evaluasi,Persen,Pengembangan Layanan Aplikasi Presensi Online BPS,0,25,50,100,100,,Evaluasi dan pengembangan Layanan Aplikasi Presensi Online BPS dilakukan secara paralel dengan menggunakan pendekatan Agile Software Development,,,RB General
21,Indeks SPBE / Pemerintah Digital,4.53,(sesuai target Indeks Pemdi nasional pada RPJMN 2025-2029),3. Audit TIK SPBE Eksternal,a. Audit Aplikasi SPBE oleh Auditor Eksternal,Laporan,Laporan Audit Aplikasi SPBE Eksternal,0,0,0,1,1,250.000.000/ 388.000.000,- Kegiatan ini hanya akan dilakukan jika anggaran tersedia karena dilakukan oleh Pihak ke-3.,,,RB General
21,Indeks SPBE / Pemerintah Digital,4.53,(sesuai target Indeks Pemdi nasional pada RPJMN 2025-2029),3. Audit TIK SPBE Eksternal,b. Audit Infrastruktur SPBE oleh Auditor Eksternal,Laporan,Laporan Audit Infrastruktur SPBE Eksternal,0,0,0,1,1,,- Referensi harga audit tersedia di e-katalog.,,,RB General
22,Tingkat Implementasi Kebijakan Arsitektur SPBE,4,5,Instansi perlu melakukan Perencanaan dan Penganggaran SPBE berbasis Arsitektur SPBE dengan menerapkan mekanisme Evaluasi/ Clearance Belanja SPBE di instansi,a. Menyusun Kebijakan Arsitektur Pemerintah Digital BPS  2025-2029 (Perka BPS),Dokumen,Tersedianya Kebijakan Arsitektur Pemerintah Digital BPS 2025-2029,0,0,0,1,1,,Kegiatan ini akan terlaksana apabila final Renstra BPS 2025-2029 sudah ditetapkan,,,RB General
22,Tingkat Implementasi Kebijakan Arsitektur SPBE,4,5,Instansi perlu melakukan Perencanaan dan Penganggaran SPBE berbasis Arsitektur SPBE dengan menerapkan mekanisme Evaluasi/ Clearance Belanja SPBE di instansi,b. Menyusun Peta Rencana Pemerintah Digital BPS 2025-2029,Dokumen,Peta Rencana Pemerintah Digital BPS 2025-2029,0,0,0,1,1,,Kegiatan ini akan terlaksana apabila final Renstra BPS 2025-2029 sudah ditetapkan,,,RB General
22,Tingkat Implementasi Kebijakan Arsitektur SPBE,4,5,Instansi perlu melakukan Perencanaan dan Penganggaran SPBE berbasis Arsitektur SPBE dengan menerapkan mekanisme Evaluasi/ Clearance Belanja SPBE di instansi,c. Menggambarkan Peta Rencana Pemerintah Digital BPS  2025-2029 pada SIA SPBE,Persen,Tersedianya artifak Peta Rencana Pemerintah Digital BPS 2025-2029 pada SIA SPBE,0,0,50,100,100,,Kegiatan ini akan terlaksana apabila final Renstra BPS 2025-2029 sudah ditetapkan,,,RB General
23,Tindak Lanjut Rekomendasi,66.4,82.09,-,1. Inventarisasi rekomendasi BPK yang belum ditindaklanjuti,Persen,Persentase daftar TLHP BPK yang belum di tindak lanjuti,0,0,100,100,100,-,,Inspektorat II,Pengawasan Tindak Lanjut Hasil Pemeriksaan Eksternal dan Konsultansi atas Pengelolaan Keuangan Negara,RB General
23,Tindak Lanjut Rekomendasi,66.4,82.09,-,2. Koordinasi dengan satker/unit kerja pemilik rekomendasi,Persen,Persentase notulen/bukti komunikasi,0,0,100,100,100,-,,Inspektorat II,Pengawasan Tindak Lanjut Hasil Pemeriksaan Eksternal dan Konsultansi atas Pengelolaan Keuangan Negara,RB General
23,Tindak Lanjut Rekomendasi,66.4,82.09,-,3. Klarifikasi dan verifikasi dokumen pendukung tindak lanjut,Persen,Persentase Berita Acara pemeriksaan dokumen,0,0,100,100,100,-,,Inspektorat II,Pengawasan Tindak Lanjut Hasil Pemeriksaan Eksternal dan Konsultansi atas Pengelolaan Keuangan Negara,RB General
23,Tindak Lanjut Rekomendasi,66.4,82.09,-,4. Evaluasi status tindak lanjut dan identifikasi hambatan,Persen,Persentase rekomendasi yang selesai (status sesuai),0,0,100,100,100,-,,Inspektorat II,Pengawasan Tindak Lanjut Hasil Pemeriksaan Eksternal dan Konsultansi atas Pengelolaan Keuangan Negara,RB General
23,Tindak Lanjut Rekomendasi,66.4,82.09,-,5. Penyampaian hasil pemantauan kepada pimpinan dan BPK,Persen,Persentase surat resmi yang telah di tandatangani /laporan,0,0,100,100,100,-,,Inspektorat II,Pengawasan Tindak Lanjut Hasil Pemeriksaan Eksternal dan Konsultansi atas Pengelolaan Keuangan Negara,RB General
23,Tindak Lanjut Rekomendasi,66.4,82.09,-,6. Updating Dashboard Pemantauan TL Rekomendasi BPK,Persen,"Persentase jumlah rekomendasi yang berstatus 1, 2, 3 atau 4",0,0,100,100,100,-,,Inspektorat II,Pengawasan Tindak Lanjut Hasil Pemeriksaan Eksternal dan Konsultansi atas Pengelolaan Keuangan Negara,RB General
24,Evaluasi Pembangunan Zona Integritas (ZI),47.12,71.24,NIHIL,1. Terlaksananya reviu SOP Evaluasi Pembangunan ZI,Dokumen,SOP Pengelolaan Pengaduan,1,1,1,1,1,,,Inspektorat III,Tim 07,RB General
24,Evaluasi Pembangunan Zona Integritas (ZI),47.12,71.24,NIHIL,2. Terlaksananya reviu Pedoman Evaluasi Pembangunan ZI,Dokumen,Pedoman Evaluasi ZI,1,1,1,1,1,,,Inspektorat III,Tim 07,RB General
24,Evaluasi Pembangunan Zona Integritas (ZI),47.12,71.24,NIHIL,Terlaksananya Pembangunan Dashboard Evaluasi Pembangunan ZI,Dokumen,Dashboard Evaluasi ZI,1,1,1,1,1,,,Inspektorat III,Tim 07,RB General
24,Evaluasi Pembangunan Zona Integritas (ZI),47.12,71.24,NIHIL,3. Pengembangan Aplikasi Evaluasi ZI,Dokumen,Aplikasi ZIAPP,1,1,1,1,1,,,Inspektorat III,Tim 07,RB General
24,Evaluasi Pembangunan Zona Integritas (ZI),47.12,71.24,NIHIL,4. Tersusunnya Kepka BPS tentang Tim Penilai Internal (TPI) Evaluasi Pembangunan ZI BPS Tahun 2025,Dokumen,Kepka TPI,1,1,1,1,1,,,Inspektorat III,Tim 07,RB General
24,Evaluasi Pembangunan Zona Integritas (ZI),47.12,71.24,NIHIL,Terlaksananya Sosialisasi Aplikasi ZIAPP,Dikumen,Laporan Sosialiasi,1,1,1,1,1,,,Inspektorat III,Tim 07,RB General
24,Evaluasi Pembangunan Zona Integritas (ZI),47.12,71.24,NIHIL,5. Terlaksananya Penyelenggaraan Bimbingan Teknis Evaluasi Pembangunan ZI,Dokumen ,Laporan Bimtek,1,1,1,1,1,,,Inspektorat III,Tim 07,RB General
24,Evaluasi Pembangunan Zona Integritas (ZI),47.12,71.24,NIHIL,6. Terlaksananya  Evaluasi (Desk dan Field) Pembangunan ZI oleh TPI,Dokumen ,Laporan Hasil Evaluasi (LHE) TPI ,-,113,113,113,113,213000000,,Inspektorat III,Tim 07,RB General
24,Evaluasi Pembangunan Zona Integritas (ZI),47.12,71.24,NIHIL,7. Pleno Hasil Desk Evaluasi Pembangunan ZI,Dokumen ,Berita Acara Pleno,-,1,1,1,1,,,Inspektorat III,Tim 07,RB General
24,Evaluasi Pembangunan Zona Integritas (ZI),47.12,71.24,NIHIL,8. Submit usulan calon satker berpredikat menuju WBK/WBBM ke Kementerian PAN,Dokumen,Surat Kepala BPS,-,1,1,1,1,,,Inspektorat III,Tim 07,RB General
24,Evaluasi Pembangunan Zona Integritas (ZI),47.12,71.24,NIHIL,dan RB Hasil Penilaian TPI melalui Portal ZI,,,,,,,,,,,,RB General
24,Evaluasi Pembangunan Zona Integritas (ZI),47.12,71.24,NIHIL,9. Tersusunnya Kepka BPS tentang Satuan Kerja Berpredikat Menuju WBK/WBBM berdasarkan hasil Evaluasi TPI,Dokumen,Keutusan Kepala tentang Satuan Kerja Berpredikat Menuju WBK/WBBM berdasarkan hasil Evaluasi TPI,-,-,1,1,1,,,Inspektorat III,Tim 07,RB General
24,Evaluasi Pembangunan Zona Integritas (ZI),47.12,71.24,NIHIL,10. Pendampingan evaluasi ZI oleh Kemenpan RB,Dokumen,Laporan Pendampingan,-,-,7,7,7,-,,Inspektorat III,Tim 07,RB General
25,Tingkat tindak lanjut pengaduan masyarakat (LAPOR) yang sudah diselesaikan,5,5,"Catatan:Seluruh kriteria evaluasi pengelolaan pengaduan masyarakat telah terpenuhi. Capaian ini perlu dipertahankan serta terus dioptimalkan guna menjaga kualitas pengelolaan pengaduan melalui SP4N–LAPOR! secara berkelanjutan.

Rekomendasi: Pengelolaan pengaduan masyarakat telah berjalan dengan baik. Capaian ini perlu dipertahankan serta terus ditingkatkan melalui penguatan komitmen dan konsistensi pengelolaan pengaduan secara berkelanjutan.",1. SOP Pengelolaan Pengaduan di Lingkungan BPS,Dokumen,SOP Pengelolaan Pengaduan,,,1,1,1,,,Inspektorat III,,RB General
25,Tingkat tindak lanjut pengaduan masyarakat (LAPOR) yang sudah diselesaikan,5,5,"Catatan:Seluruh kriteria evaluasi pengelolaan pengaduan masyarakat telah terpenuhi. Capaian ini perlu dipertahankan serta terus dioptimalkan guna menjaga kualitas pengelolaan pengaduan melalui SP4N–LAPOR! secara berkelanjutan.

Rekomendasi: Pengelolaan pengaduan masyarakat telah berjalan dengan baik. Capaian ini perlu dipertahankan serta terus ditingkatkan melalui penguatan komitmen dan konsistensi pengelolaan pengaduan secara berkelanjutan.",2. Pemantauan SP4N-LAPOR! Bulanan,Dokumen,Laporan Monitoring,3,6,9,12,12,,,Inspektorat III,,RB General
25,Tingkat tindak lanjut pengaduan masyarakat (LAPOR) yang sudah diselesaikan,5,5,"Catatan:Seluruh kriteria evaluasi pengelolaan pengaduan masyarakat telah terpenuhi. Capaian ini perlu dipertahankan serta terus dioptimalkan guna menjaga kualitas pengelolaan pengaduan melalui SP4N–LAPOR! secara berkelanjutan.

Rekomendasi: Pengelolaan pengaduan masyarakat telah berjalan dengan baik. Capaian ini perlu dipertahankan serta terus ditingkatkan melalui penguatan komitmen dan konsistensi pengelolaan pengaduan secara berkelanjutan.",3.Updating SK Pengelolaan Pengaduan di lingkungan BPS (Kolaborasi dengan Biro Hukum dan Organisasi),Dokumen,SK Pengelola Pengaduan,,,,1,1,,,Inspektorat III,,RB General
26,Survei Penilaian Integritas,79.39,79.39,"Dalam upaya meningkatkan integritas dan akuntabilitas di Badan Pusat Statistik, penting untuk membuat kebijakan yang melarang penggunaan anggaran dan fasilitas kantor untuk kepentingan pribadi. Kebijakan ini harus disertai dengan contoh dari pimpinan agar pegawai dapat memahami dan mengikuti aturan yang ditetapkan. Selain itu, penerapan sanksi atau hukuman terhadap pelanggar harus dilakukan secara adil dan konsisten, sehingga setiap pegawai merasa ada konsekuensi yang jelas atas tindakan mereka. Dengan langkah ini, diharapkan dapat menciptakan lingkungan kerja yang lebih profesional dan bertanggung jawab. Selanjutnya, Badan Pusat Statistik perlu menegakkan sanksi terkait pelanggaran perdagangan pengaruh yang mungkin terjadi dalam pengambilan keputusan. Hal ini dapat dilakukan dengan menerapkan larangan perdagangan pengaruh bagi seluruh pegawai dan pimpinan, disertai dengan kebijakan serta mekanisme penanganan yang jelas. Meningkatkan integritas calon pimpinan juga sangat penting, termasuk melakukan deklarasi konflik kepentingan secara tahunan. Dengan penguatan mekanisme pengawasan internal, diharapkan perdagangan pengaruh dapat terdeteksi dan diminimalisir, sehingga keputusan yang diambil lebih objektif dan transparan. Dalam konteks perintah atasan yang tidak sesuai aturan, Badan Pusat Statistik harus melakukan sosialisasi mengenai peraturan terkait gratifikasi dan benturan kepentingan. Sosialisasi ini perlu diikuti dengan ujian untuk memastikan pemahaman pegawai. Penegakan aturan harus dilakukan tanpa pandang bulu, dengan komitmen kepemimpinan yang kuat dalam menerapkan sistem manajemen kepatuhan. Dengan meluncurkan ISO-37301 dan ISO-37001, Badan Pusat Statistik dapat memperkuat sistem yang ada dan memastikan bahwa setiap pegawai memahami pentingnya kepatuhan terhadap aturan yang berlaku. Selain itu, untuk mengatasi pengalaman pegawai yang menerima pemberian dalam bentuk gratifikasi, Badan Pusat Statistik perlu melakukan sosialisasi yang lebih intensif mengenai larangan gratifikasi dan benturan kepentingan. Pimpinan harus menjadi role model dalam hal ini, dengan menegaskan komitmennya terhadap pengelolaan gratifikasi yang baik. Pemberian sanksi yang tegas terhadap pelanggaran juga harus diterapkan, serta evaluasi terhadap efektivitas Whistleblowing System (WBS) untuk mendorong pegawai melaporkan pelanggaran yang terjadi. Dengan langkah-langkah ini, diharapkan budaya antigratifikasi dapat terbangun dengan baik. Dalam hal pegawai yang menerima honor atau uang transport lokal yang tidak sesuai dengan pertanggungjawaban, Badan Pusat Statistik perlu menyusun dan menegakkan SOP yang jelas. Implementasi SOP ini harus dilakukan secara konsisten untuk memastikan bahwa setiap pengeluaran anggaran dapat dipertanggungjawabkan dengan baik. Dengan adanya aturan yang jelas, diharapkan pegawai dapat lebih memahami batasan dan tanggung jawab mereka dalam penggunaan anggaran, sehingga potensi penyalahgunaan dapat diminimalisir. Badan Pusat Statistik juga harus memperhatikan persepsi adanya pejabat yang menggunakan anggaran kantor untuk kepentingan pribadi. Pengembangan platform digital untuk pengajuan anggaran dapat menjadi solusi yang efektif, di mana setiap pengajuan dapat dipantau oleh pimpinan dan seluruh pegawai. Selain itu, evaluasi terhadap struktur jabatan dan fungsi ASN perlu dilakukan untuk memastikan bahwa setiap posisi memiliki tanggung jawab yang jelas. Dengan pengembangan portal anggaran yang transparan, diharapkan pengelolaan anggaran dapat dilakukan dengan lebih baik dan akuntabel. Dalam rangka meningkatkan transparansi, Badan Pusat Statistik perlu mengembangkan mekanisme pengawasan internal yang lebih kuat. Hal ini mencakup penerapan sistem pelaporan yang mudah diakses oleh pegawai untuk melaporkan potensi penyalahgunaan anggaran atau fasilitas. Dengan adanya sistem pelaporan yang efektif, pegawai akan merasa lebih aman untuk melaporkan pelanggaran yang terjadi, sehingga dapat menciptakan budaya kerja yang lebih terbuka dan jujur. Penting juga bagi Badan Pusat Statistik untuk melakukan evaluasi dan perbaikan prosedur kegiatan pelayanan secara berkala. Dengan melakukan evaluasi, lembaga dapat mengidentifikasi area yang perlu diperbaiki dan memastikan bahwa setiap prosedur yang ada berjalan dengan baik. Hal ini tidak hanya akan meningkatkan efisiensi operasional, tetapi juga akan meningkatkan kepuasan pegawai dan pemangku kepentingan lainnya. Dalam upaya mitigasi risiko, Badan Pusat Statistik harus melakukan analisis risiko secara rutin untuk mengidentifikasi potensi masalah yang mungkin timbul dalam operasional. Dengan memahami risiko yang ada, lembaga dapat merumuskan strategi mitigasi yang tepat dan meminimalisir dampak negatif yang mungkin terjadi. Selain itu, pelatihan bagi pegawai mengenai manajemen risiko juga perlu dilakukan untuk meningkatkan kesadaran dan kemampuan mereka dalam menghadapi situasi yang berisiko. Akhirnya, Badan Pusat Statistik harus terus berkomitmen untuk meningkatkan kualitas sumber daya manusia melalui pelatihan dan pengembangan. Investasi dalam pengembangan SDM akan memberikan dampak positif bagi kinerja lembaga secara keseluruhan. Dengan pegawai yang terampil dan berkompeten, diharapkan Badan Pusat Statistik dapat menjalankan tugas dan fungsinya dengan lebih baik, serta memenuhi harapan masyarakat akan data yang akurat dan terpercaya.",1. Sosialisasi Gratifikasi,Dokumen,Laporan Sosialisasi Gratifikasi,1,1,1,1,1,,,Inspektorat III,,RB General
26,Survei Penilaian Integritas,79.39,79.39,"Dalam upaya meningkatkan integritas dan akuntabilitas di Badan Pusat Statistik, penting untuk membuat kebijakan yang melarang penggunaan anggaran dan fasilitas kantor untuk kepentingan pribadi. Kebijakan ini harus disertai dengan contoh dari pimpinan agar pegawai dapat memahami dan mengikuti aturan yang ditetapkan. Selain itu, penerapan sanksi atau hukuman terhadap pelanggar harus dilakukan secara adil dan konsisten, sehingga setiap pegawai merasa ada konsekuensi yang jelas atas tindakan mereka. Dengan langkah ini, diharapkan dapat menciptakan lingkungan kerja yang lebih profesional dan bertanggung jawab. Selanjutnya, Badan Pusat Statistik perlu menegakkan sanksi terkait pelanggaran perdagangan pengaruh yang mungkin terjadi dalam pengambilan keputusan. Hal ini dapat dilakukan dengan menerapkan larangan perdagangan pengaruh bagi seluruh pegawai dan pimpinan, disertai dengan kebijakan serta mekanisme penanganan yang jelas. Meningkatkan integritas calon pimpinan juga sangat penting, termasuk melakukan deklarasi konflik kepentingan secara tahunan. Dengan penguatan mekanisme pengawasan internal, diharapkan perdagangan pengaruh dapat terdeteksi dan diminimalisir, sehingga keputusan yang diambil lebih objektif dan transparan. Dalam konteks perintah atasan yang tidak sesuai aturan, Badan Pusat Statistik harus melakukan sosialisasi mengenai peraturan terkait gratifikasi dan benturan kepentingan. Sosialisasi ini perlu diikuti dengan ujian untuk memastikan pemahaman pegawai. Penegakan aturan harus dilakukan tanpa pandang bulu, dengan komitmen kepemimpinan yang kuat dalam menerapkan sistem manajemen kepatuhan. Dengan meluncurkan ISO-37301 dan ISO-37001, Badan Pusat Statistik dapat memperkuat sistem yang ada dan memastikan bahwa setiap pegawai memahami pentingnya kepatuhan terhadap aturan yang berlaku. Selain itu, untuk mengatasi pengalaman pegawai yang menerima pemberian dalam bentuk gratifikasi, Badan Pusat Statistik perlu melakukan sosialisasi yang lebih intensif mengenai larangan gratifikasi dan benturan kepentingan. Pimpinan harus menjadi role model dalam hal ini, dengan menegaskan komitmennya terhadap pengelolaan gratifikasi yang baik. Pemberian sanksi yang tegas terhadap pelanggaran juga harus diterapkan, serta evaluasi terhadap efektivitas Whistleblowing System (WBS) untuk mendorong pegawai melaporkan pelanggaran yang terjadi. Dengan langkah-langkah ini, diharapkan budaya antigratifikasi dapat terbangun dengan baik. Dalam hal pegawai yang menerima honor atau uang transport lokal yang tidak sesuai dengan pertanggungjawaban, Badan Pusat Statistik perlu menyusun dan menegakkan SOP yang jelas. Implementasi SOP ini harus dilakukan secara konsisten untuk memastikan bahwa setiap pengeluaran anggaran dapat dipertanggungjawabkan dengan baik. Dengan adanya aturan yang jelas, diharapkan pegawai dapat lebih memahami batasan dan tanggung jawab mereka dalam penggunaan anggaran, sehingga potensi penyalahgunaan dapat diminimalisir. Badan Pusat Statistik juga harus memperhatikan persepsi adanya pejabat yang menggunakan anggaran kantor untuk kepentingan pribadi. Pengembangan platform digital untuk pengajuan anggaran dapat menjadi solusi yang efektif, di mana setiap pengajuan dapat dipantau oleh pimpinan dan seluruh pegawai. Selain itu, evaluasi terhadap struktur jabatan dan fungsi ASN perlu dilakukan untuk memastikan bahwa setiap posisi memiliki tanggung jawab yang jelas. Dengan pengembangan portal anggaran yang transparan, diharapkan pengelolaan anggaran dapat dilakukan dengan lebih baik dan akuntabel. Dalam rangka meningkatkan transparansi, Badan Pusat Statistik perlu mengembangkan mekanisme pengawasan internal yang lebih kuat. Hal ini mencakup penerapan sistem pelaporan yang mudah diakses oleh pegawai untuk melaporkan potensi penyalahgunaan anggaran atau fasilitas. Dengan adanya sistem pelaporan yang efektif, pegawai akan merasa lebih aman untuk melaporkan pelanggaran yang terjadi, sehingga dapat menciptakan budaya kerja yang lebih terbuka dan jujur. Penting juga bagi Badan Pusat Statistik untuk melakukan evaluasi dan perbaikan prosedur kegiatan pelayanan secara berkala. Dengan melakukan evaluasi, lembaga dapat mengidentifikasi area yang perlu diperbaiki dan memastikan bahwa setiap prosedur yang ada berjalan dengan baik. Hal ini tidak hanya akan meningkatkan efisiensi operasional, tetapi juga akan meningkatkan kepuasan pegawai dan pemangku kepentingan lainnya. Dalam upaya mitigasi risiko, Badan Pusat Statistik harus melakukan analisis risiko secara rutin untuk mengidentifikasi potensi masalah yang mungkin timbul dalam operasional. Dengan memahami risiko yang ada, lembaga dapat merumuskan strategi mitigasi yang tepat dan meminimalisir dampak negatif yang mungkin terjadi. Selain itu, pelatihan bagi pegawai mengenai manajemen risiko juga perlu dilakukan untuk meningkatkan kesadaran dan kemampuan mereka dalam menghadapi situasi yang berisiko. Akhirnya, Badan Pusat Statistik harus terus berkomitmen untuk meningkatkan kualitas sumber daya manusia melalui pelatihan dan pengembangan. Investasi dalam pengembangan SDM akan memberikan dampak positif bagi kinerja lembaga secara keseluruhan. Dengan pegawai yang terampil dan berkompeten, diharapkan Badan Pusat Statistik dapat menjalankan tugas dan fungsinya dengan lebih baik, serta memenuhi harapan masyarakat akan data yang akurat dan terpercaya.",2. Sosialisasi Benturan Kepentingan,Dokumen,Laporan Sosialisasi Benturan Kepentingan,0,0,0,1,1,3600000,,Inspektorat III,,RB General
