no,rencana_aksi_desc,satuan,indikator_output,kategori_tematik,periode_tw,target_penyelesaian
14,5. Optimalisasi sertifikasi tanah negara yang sudah ditetapkan.,,Persentase Administrasi BMN yang Andal ​,RB General,tw3,79.15
14,"Dalam rangka memperoleh nilai IPA (minimal) sesuai target yang sudah ditetapkan, maka akan dilakukan beberapa hal sbb:",Presentase ,Persentase Pengelolaan BMN yang Akuntabel dan Produktif​,RB General,tw4,100
14,1. Optimalisasi tindak lanjut atas rekomendasi BPK,,,RB General,tw4,
14,"2. Perbaikan pengelolaan PNBP, terutama dari sisi penetapan estimasi PNBP yang berasal dari pengelolan BMN",,,RB General,tw4,
14,"3. Memenuhi kewajiban dalam hal penyampaian Laporan, baik dari sisi ketepatan waktu penyampaian maupun kelengkapan laporan",,Persentase Kepatuhan Pengelolaan BMN terhadap Peraturan Perundang-undangan,RB General,tw4,100
14,4. Monitoring Pelaksanaan proses Penghapusan dan Penetapan Status BMN,,Persentase Pengawasan dan Pengendalian yang Efektif​,RB General,tw4,100
14,5. Optimalisasi sertifikasi tanah negara yang sudah ditetapkan.,,Persentase Administrasi BMN yang Andal ​,RB General,tw4,99.63
15,1. Koordinasi dengan Kementerian PAN RB tentang pengukuran Indeks Berakhlak ,Persen,Tingkat implementasi core value Berakhlak,RB General,tw1,0
15,1. Koordinasi dengan Kementerian PAN RB tentang pengukuran Indeks Berakhlak ,Persen,Tingkat implementasi core value Berakhlak,RB General,tw2,0
15,1. Koordinasi dengan Kementerian PAN RB tentang pengukuran Indeks Berakhlak ,Persen,Tingkat implementasi core value Berakhlak,RB General,tw3,0
15,1. Koordinasi dengan Kementerian PAN RB tentang pengukuran Indeks Berakhlak ,Persen,Tingkat implementasi core value Berakhlak,RB General,tw4,100
16,"1. Melakukan assessment terhadap seluruh pegawai sesuai dengan standar kompetensi jabatan, dan penyusunan profil pegawai berdasarkan kompetensi/talenta dan diperbarui secara berkala",Persen,Persentase pegawai yang telah mengikuti asesmen kompetensi,RB General,tw1,0
16,2. Menyempurnakan serta melengkapi  penyusunan talent pool untuk seluruh  pegawai di dalam aplikasi Manajemen Talenta  berpedoman pada Peraturan Menteri  Pendayagunaan Aparatur Negara dan Reformasi Birokrasi Nomor 3 Tahun 2020 tentang Manajemen Talenta Aparatur Sipil Negara,Persen,persentase penyusunan talent pool untuk seluruh pegawai,RB General,tw1,0
16,3. Menyempurnakan penyusunan dokumen kesenjangan kualifikasi dan kesenjangan kompetensi untuk seluruh pegawai yang diperbarui secara berkala di dalam aplikasi Manajemen Talenta,Persen,Tingkat Kesenjangan Kualifikasi dan Kompetensi,RB General,tw1,0
16,"4. Mengoptimalisasi program dan/atau strategi pengembangan kompetensi pegawai dalam bentuk klasikal dan non klasikal, yang berbasis pada kesenjangan kompetensi kualifikasi dan kinerja pegawai, dengan berpedoman pada Peraturan  Lembaga Administrasi Negara Nomor 10 Tahun 2018 tentang Pengembangan Kompetensi Pegawai Negeri Sipil.",Persen,Tingkat pengembangan kompetensi pegawai,RB General,tw1,0
16,5. Melaksanakan strategi untuk mengatasi permasalahan kinerja untuk seluruh pegawai secara berkala. ,Persen,Tingkat Penyelesaian Permasalahan Kinerja ,RB General,tw1,0
16,6. Melaksanakan  pemberian penghargaan kepada pegawai berprestasi sesuai dengan peraturan yang berlaku secara konsisten; ,Persen,Tingkat pelaksanaan pemberian penghargaan pegawai,RB General,tw1,0
16,"1. Melakukan assessment terhadap seluruh pegawai sesuai dengan standar kompetensi jabatan, dan penyusunan profil pegawai berdasarkan kompetensi/talenta dan diperbarui secara berkala",Persen,Persentase pegawai yang telah mengikuti asesmen kompetensi,RB General,tw2,0
16,2. Menyempurnakan serta melengkapi  penyusunan talent pool untuk seluruh  pegawai di dalam aplikasi Manajemen Talenta  berpedoman pada Peraturan Menteri  Pendayagunaan Aparatur Negara dan Reformasi Birokrasi Nomor 3 Tahun 2020 tentang Manajemen Talenta Aparatur Sipil Negara,Persen,persentase penyusunan talent pool untuk seluruh pegawai,RB General,tw2,0
16,3. Menyempurnakan penyusunan dokumen kesenjangan kualifikasi dan kesenjangan kompetensi untuk seluruh pegawai yang diperbarui secara berkala di dalam aplikasi Manajemen Talenta,Persen,Tingkat Kesenjangan Kualifikasi dan Kompetensi,RB General,tw2,0
16,"4. Mengoptimalisasi program dan/atau strategi pengembangan kompetensi pegawai dalam bentuk klasikal dan non klasikal, yang berbasis pada kesenjangan kompetensi kualifikasi dan kinerja pegawai, dengan berpedoman pada Peraturan  Lembaga Administrasi Negara Nomor 10 Tahun 2018 tentang Pengembangan Kompetensi Pegawai Negeri Sipil.",Persen,Tingkat pengembangan kompetensi pegawai,RB General,tw2,50
16,5. Melaksanakan strategi untuk mengatasi permasalahan kinerja untuk seluruh pegawai secara berkala. ,Persen,Tingkat Penyelesaian Permasalahan Kinerja ,RB General,tw2,0
16,6. Melaksanakan  pemberian penghargaan kepada pegawai berprestasi sesuai dengan peraturan yang berlaku secara konsisten; ,Persen,Tingkat pelaksanaan pemberian penghargaan pegawai,RB General,tw2,0
16,"1. Melakukan assessment terhadap seluruh pegawai sesuai dengan standar kompetensi jabatan, dan penyusunan profil pegawai berdasarkan kompetensi/talenta dan diperbarui secara berkala",Persen,Persentase pegawai yang telah mengikuti asesmen kompetensi,RB General,tw3,50
16,2. Menyempurnakan serta melengkapi  penyusunan talent pool untuk seluruh  pegawai di dalam aplikasi Manajemen Talenta  berpedoman pada Peraturan Menteri  Pendayagunaan Aparatur Negara dan Reformasi Birokrasi Nomor 3 Tahun 2020 tentang Manajemen Talenta Aparatur Sipil Negara,Persen,persentase penyusunan talent pool untuk seluruh pegawai,RB General,tw3,50
16,3. Menyempurnakan penyusunan dokumen kesenjangan kualifikasi dan kesenjangan kompetensi untuk seluruh pegawai yang diperbarui secara berkala di dalam aplikasi Manajemen Talenta,Persen,Tingkat Kesenjangan Kualifikasi dan Kompetensi,RB General,tw3,0
16,"4. Mengoptimalisasi program dan/atau strategi pengembangan kompetensi pegawai dalam bentuk klasikal dan non klasikal, yang berbasis pada kesenjangan kompetensi kualifikasi dan kinerja pegawai, dengan berpedoman pada Peraturan  Lembaga Administrasi Negara Nomor 10 Tahun 2018 tentang Pengembangan Kompetensi Pegawai Negeri Sipil.",Persen,Tingkat pengembangan kompetensi pegawai,RB General,tw3,75
16,5. Melaksanakan strategi untuk mengatasi permasalahan kinerja untuk seluruh pegawai secara berkala. ,Persen,Tingkat Penyelesaian Permasalahan Kinerja ,RB General,tw3,50
16,6. Melaksanakan  pemberian penghargaan kepada pegawai berprestasi sesuai dengan peraturan yang berlaku secara konsisten; ,Persen,Tingkat pelaksanaan pemberian penghargaan pegawai,RB General,tw3,50
16,"1. Melakukan assessment terhadap seluruh pegawai sesuai dengan standar kompetensi jabatan, dan penyusunan profil pegawai berdasarkan kompetensi/talenta dan diperbarui secara berkala",Persen,Persentase pegawai yang telah mengikuti asesmen kompetensi,RB General,tw4,100
16,2. Menyempurnakan serta melengkapi  penyusunan talent pool untuk seluruh  pegawai di dalam aplikasi Manajemen Talenta  berpedoman pada Peraturan Menteri  Pendayagunaan Aparatur Negara dan Reformasi Birokrasi Nomor 3 Tahun 2020 tentang Manajemen Talenta Aparatur Sipil Negara,Persen,persentase penyusunan talent pool untuk seluruh pegawai,RB General,tw4,100
16,3. Menyempurnakan penyusunan dokumen kesenjangan kualifikasi dan kesenjangan kompetensi untuk seluruh pegawai yang diperbarui secara berkala di dalam aplikasi Manajemen Talenta,Persen,Tingkat Kesenjangan Kualifikasi dan Kompetensi,RB General,tw4,100
16,"4. Mengoptimalisasi program dan/atau strategi pengembangan kompetensi pegawai dalam bentuk klasikal dan non klasikal, yang berbasis pada kesenjangan kompetensi kualifikasi dan kinerja pegawai, dengan berpedoman pada Peraturan  Lembaga Administrasi Negara Nomor 10 Tahun 2018 tentang Pengembangan Kompetensi Pegawai Negeri Sipil.",Persen,Tingkat pengembangan kompetensi pegawai,RB General,tw4,100
16,5. Melaksanakan strategi untuk mengatasi permasalahan kinerja untuk seluruh pegawai secara berkala. ,Persen,Tingkat Penyelesaian Permasalahan Kinerja ,RB General,tw4,100
16,6. Melaksanakan  pemberian penghargaan kepada pegawai berprestasi sesuai dengan peraturan yang berlaku secara konsisten; ,Persen,Tingkat pelaksanaan pemberian penghargaan pegawai,RB General,tw4,100
17,1. Melakukan evaluasi kinerja pelayanan publik secara mandiri sesuai Standar KemenPANRB,-,Indeks Pelayanan Publik (IPP),RB General,tw1,1.18
17,2. Mengimplementasikan sistem manajemen mutu ISO 9001:2015 pada Pelayanan Statistik Terpadu BPS,Persen,Persentase penyelesaian aktivitas perbaikan sistem manajemen mutu ISO 9001:2015,RB General,tw1,40
17,1. Melakukan evaluasi kinerja pelayanan publik secara mandiri sesuai Standar KemenPANRB,-,Indeks Pelayanan Publik (IPP),RB General,tw2,4.58
17,2. Mengimplementasikan sistem manajemen mutu ISO 9001:2015 pada Pelayanan Statistik Terpadu BPS,Persen,Persentase penyelesaian aktivitas perbaikan sistem manajemen mutu ISO 9001:2015,RB General,tw2,70
17,1. Melakukan evaluasi kinerja pelayanan publik secara mandiri sesuai Standar KemenPANRB,-,Indeks Pelayanan Publik (IPP),RB General,tw3,4.67
17,2. Mengimplementasikan sistem manajemen mutu ISO 9001:2015 pada Pelayanan Statistik Terpadu BPS,Persen,Persentase penyelesaian aktivitas perbaikan sistem manajemen mutu ISO 9001:2015,RB General,tw3,100
17,1. Melakukan evaluasi kinerja pelayanan publik secara mandiri sesuai Standar KemenPANRB,-,Indeks Pelayanan Publik (IPP),RB General,tw4,4.85
17,2. Mengimplementasikan sistem manajemen mutu ISO 9001:2015 pada Pelayanan Statistik Terpadu BPS,Persen,Persentase penyelesaian aktivitas perbaikan sistem manajemen mutu ISO 9001:2015,RB General,tw4,100
18,1. Melakukan evaluasi kinerja pelayanan publik secara mandiri sesuai Standar Ombudsman Rl,Persen,Persentase penyelesaian aktivitas perbaikan pelayanan publik sesuai Standar Ombudsman Rl,RB General,tw1,20
18,1. Melakukan evaluasi kinerja pelayanan publik secara mandiri sesuai Standar Ombudsman Rl,Persen,Persentase penyelesaian aktivitas perbaikan pelayanan publik sesuai Standar Ombudsman Rl,RB General,tw2,50
18,1. Melakukan evaluasi kinerja pelayanan publik secara mandiri sesuai Standar Ombudsman Rl,Persen,Persentase penyelesaian aktivitas perbaikan pelayanan publik sesuai Standar Ombudsman Rl,RB General,tw3,90
18,1. Melakukan evaluasi kinerja pelayanan publik secara mandiri sesuai Standar Ombudsman Rl,Persen,Persentase penyelesaian aktivitas perbaikan pelayanan publik sesuai Standar Ombudsman Rl,RB General,tw4,100
19,1. Pengukuran kepuasan masyarakat terhadap pelayanan publik,-,Indeks Kepuasan Masyarakat,RB General,tw1,95.84 
19,1. Pengukuran kepuasan masyarakat terhadap pelayanan publik,-,Indeks Kepuasan Masyarakat,RB General,tw2,95.84 
19,1. Pengukuran kepuasan masyarakat terhadap pelayanan publik,-,Indeks Kepuasan Masyarakat,RB General,tw3,95.85
19,1. Pengukuran kepuasan masyarakat terhadap pelayanan publik,-,Indeks Kepuasan Masyarakat,RB General,tw4,95.85
20,1. Pelaksanaan pemantauan/reviu penerapan SDI di BPS,Persen,Persentase pemantauan/reviu pelaksanaan prinsip SDI di BPS,RB General,tw1,0
20,2. Pelaksanaan pemantauan/reviu penerapan Kualitas Data di BPS,Dokumen,Dokumen Pemantauan Quality Gate,RB General,tw1,
20,3. Pelaksanaan pemantauan/reviu ketersediaan dokumen kegiatan statistik  ,Dokumen,Jumlah set dokumen kegiatan statistik,RB General,tw1,
20,4. Pemantauan/reviu Pelaksanaan kolaborasi antar unit kerja dan kerja sama,Dokumen,Dokumen Pemantauan/reviu Kolaborasi,RB General,tw1,0
20,5. Pelaksanaan pemanfaatan big data untuk mendukung indikator statistik,Persen,Persentase pemantauan/reviu pelaksanaapemanfaatan big Data,RB General,tw1,
20,1. Pelaksanaan pemantauan/reviu penerapan SDI di BPS,Persen,Persentase pemantauan/reviu pelaksanaan prinsip SDI di BPS,RB General,tw2,25
20,2. Pelaksanaan pemantauan/reviu penerapan Kualitas Data di BPS,Dokumen,Dokumen Pemantauan Quality Gate,RB General,tw2,
20,3. Pelaksanaan pemantauan/reviu ketersediaan dokumen kegiatan statistik  ,Dokumen,Jumlah set dokumen kegiatan statistik,RB General,tw2,10
20,4. Pemantauan/reviu Pelaksanaan kolaborasi antar unit kerja dan kerja sama,Dokumen,Dokumen Pemantauan/reviu Kolaborasi,RB General,tw2,1
20,5. Pelaksanaan pemanfaatan big data untuk mendukung indikator statistik,Persen,Persentase pemantauan/reviu pelaksanaapemanfaatan big Data,RB General,tw2,25
20,1. Pelaksanaan pemantauan/reviu penerapan SDI di BPS,Persen,Persentase pemantauan/reviu pelaksanaan prinsip SDI di BPS,RB General,tw3,50
20,2. Pelaksanaan pemantauan/reviu penerapan Kualitas Data di BPS,Dokumen,Dokumen Pemantauan Quality Gate,RB General,tw3,
20,3. Pelaksanaan pemantauan/reviu ketersediaan dokumen kegiatan statistik  ,Dokumen,Jumlah set dokumen kegiatan statistik,RB General,tw3,10
20,4. Pemantauan/reviu Pelaksanaan kolaborasi antar unit kerja dan kerja sama,Dokumen,Dokumen Pemantauan/reviu Kolaborasi,RB General,tw3,1
20,5. Pelaksanaan pemanfaatan big data untuk mendukung indikator statistik,Persen,Persentase pemantauan/reviu pelaksanaapemanfaatan big Data,RB General,tw3,50
20,1. Pelaksanaan pemantauan/reviu penerapan SDI di BPS,Persen,Persentase pemantauan/reviu pelaksanaan prinsip SDI di BPS,RB General,tw4,100
20,2. Pelaksanaan pemantauan/reviu penerapan Kualitas Data di BPS,Dokumen,Dokumen Pemantauan Quality Gate,RB General,tw4,1
20,3. Pelaksanaan pemantauan/reviu ketersediaan dokumen kegiatan statistik  ,Dokumen,Jumlah set dokumen kegiatan statistik,RB General,tw4,10
20,4. Pemantauan/reviu Pelaksanaan kolaborasi antar unit kerja dan kerja sama,Dokumen,Dokumen Pemantauan/reviu Kolaborasi,RB General,tw4,1
20,5. Pelaksanaan pemanfaatan big data untuk mendukung indikator statistik,Persen,Persentase pemantauan/reviu pelaksanaapemanfaatan big Data,RB General,tw4,100
21,a. Menganalisis Renstra BPS 2025-2029,Laporan,Laporan hasil analisis Renstra BPS 2025-2029,RB General,tw1,0
21,b. Menyusun Perka Transformasi Pemerintah Digital BPS,Dokumen,Perka Transformasi Pemerintah Digital BPS,RB General,tw1,0
21,c. Menyusun Peta Rencana Pemerintah Digital BPS 2025-2029,Dokumen,Peta Rencana Pemerintah Digital BPS 2025-2029,RB General,tw1,0
21,a. Evaluasi Layanan Aplikasi Presensi Online BPS,Laporan,Laporan hasil evaluasi Layanan Aplikasi Presensi Online BPS,RB General,tw1,0
21,b. Tindak lanjut/ pengembangan Layanan Aplikasi Presensi Online BPS berdasarkan hasil evaluasi,Persen,Pengembangan Layanan Aplikasi Presensi Online BPS,RB General,tw1,0
21,a. Audit Aplikasi SPBE oleh Auditor Eksternal,Laporan,Laporan Audit Aplikasi SPBE Eksternal,RB General,tw1,0
21,b. Audit Infrastruktur SPBE oleh Auditor Eksternal,Laporan,Laporan Audit Infrastruktur SPBE Eksternal,RB General,tw1,0
21,a. Menganalisis Renstra BPS 2025-2029,Laporan,Laporan hasil analisis Renstra BPS 2025-2029,RB General,tw2,0
21,b. Menyusun Perka Transformasi Pemerintah Digital BPS,Dokumen,Perka Transformasi Pemerintah Digital BPS,RB General,tw2,0
21,c. Menyusun Peta Rencana Pemerintah Digital BPS 2025-2029,Dokumen,Peta Rencana Pemerintah Digital BPS 2025-2029,RB General,tw2,0
21,a. Evaluasi Layanan Aplikasi Presensi Online BPS,Laporan,Laporan hasil evaluasi Layanan Aplikasi Presensi Online BPS,RB General,tw2,0
21,b. Tindak lanjut/ pengembangan Layanan Aplikasi Presensi Online BPS berdasarkan hasil evaluasi,Persen,Pengembangan Layanan Aplikasi Presensi Online BPS,RB General,tw2,25
21,a. Audit Aplikasi SPBE oleh Auditor Eksternal,Laporan,Laporan Audit Aplikasi SPBE Eksternal,RB General,tw2,0
21,b. Audit Infrastruktur SPBE oleh Auditor Eksternal,Laporan,Laporan Audit Infrastruktur SPBE Eksternal,RB General,tw2,0
21,a. Menganalisis Renstra BPS 2025-2029,Laporan,Laporan hasil analisis Renstra BPS 2025-2029,RB General,tw3,1
21,b. Menyusun Perka Transformasi Pemerintah Digital BPS,Dokumen,Perka Transformasi Pemerintah Digital BPS,RB General,tw3,0
21,c. Menyusun Peta Rencana Pemerintah Digital BPS 2025-2029,Dokumen,Peta Rencana Pemerintah Digital BPS 2025-2029,RB General,tw3,0
21,a. Evaluasi Layanan Aplikasi Presensi Online BPS,Laporan,Laporan hasil evaluasi Layanan Aplikasi Presensi Online BPS,RB General,tw3,0
21,b. Tindak lanjut/ pengembangan Layanan Aplikasi Presensi Online BPS berdasarkan hasil evaluasi,Persen,Pengembangan Layanan Aplikasi Presensi Online BPS,RB General,tw3,50
21,a. Audit Aplikasi SPBE oleh Auditor Eksternal,Laporan,Laporan Audit Aplikasi SPBE Eksternal,RB General,tw3,0
21,b. Audit Infrastruktur SPBE oleh Auditor Eksternal,Laporan,Laporan Audit Infrastruktur SPBE Eksternal,RB General,tw3,0
21,a. Menganalisis Renstra BPS 2025-2029,Laporan,Laporan hasil analisis Renstra BPS 2025-2029,RB General,tw4,1
21,b. Menyusun Perka Transformasi Pemerintah Digital BPS,Dokumen,Perka Transformasi Pemerintah Digital BPS,RB General,tw4,1
21,c. Menyusun Peta Rencana Pemerintah Digital BPS 2025-2029,Dokumen,Peta Rencana Pemerintah Digital BPS 2025-2029,RB General,tw4,1
21,a. Evaluasi Layanan Aplikasi Presensi Online BPS,Laporan,Laporan hasil evaluasi Layanan Aplikasi Presensi Online BPS,RB General,tw4,1
21,b. Tindak lanjut/ pengembangan Layanan Aplikasi Presensi Online BPS berdasarkan hasil evaluasi,Persen,Pengembangan Layanan Aplikasi Presensi Online BPS,RB General,tw4,100
21,a. Audit Aplikasi SPBE oleh Auditor Eksternal,Laporan,Laporan Audit Aplikasi SPBE Eksternal,RB General,tw4,1
21,b. Audit Infrastruktur SPBE oleh Auditor Eksternal,Laporan,Laporan Audit Infrastruktur SPBE Eksternal,RB General,tw4,1
22,a. Menyusun Kebijakan Arsitektur Pemerintah Digital BPS  2025-2029 (Perka BPS),Dokumen,Tersedianya Kebijakan Arsitektur Pemerintah Digital BPS 2025-2029,RB General,tw1,0
22,b. Menyusun Peta Rencana Pemerintah Digital BPS 2025-2029,Dokumen,Peta Rencana Pemerintah Digital BPS 2025-2029,RB General,tw1,0
22,c. Menggambarkan Peta Rencana Pemerintah Digital BPS  2025-2029 pada SIA SPBE,Persen,Tersedianya artifak Peta Rencana Pemerintah Digital BPS 2025-2029 pada SIA SPBE,RB General,tw1,0
22,a. Menyusun Kebijakan Arsitektur Pemerintah Digital BPS  2025-2029 (Perka BPS),Dokumen,Tersedianya Kebijakan Arsitektur Pemerintah Digital BPS 2025-2029,RB General,tw2,0
22,b. Menyusun Peta Rencana Pemerintah Digital BPS 2025-2029,Dokumen,Peta Rencana Pemerintah Digital BPS 2025-2029,RB General,tw2,0
22,c. Menggambarkan Peta Rencana Pemerintah Digital BPS  2025-2029 pada SIA SPBE,Persen,Tersedianya artifak Peta Rencana Pemerintah Digital BPS 2025-2029 pada SIA SPBE,RB General,tw2,0
22,a. Menyusun Kebijakan Arsitektur Pemerintah Digital BPS  2025-2029 (Perka BPS),Dokumen,Tersedianya Kebijakan Arsitektur Pemerintah Digital BPS 2025-2029,RB General,tw3,0
22,b. Menyusun Peta Rencana Pemerintah Digital BPS 2025-2029,Dokumen,Peta Rencana Pemerintah Digital BPS 2025-2029,RB General,tw3,0
22,c. Menggambarkan Peta Rencana Pemerintah Digital BPS  2025-2029 pada SIA SPBE,Persen,Tersedianya artifak Peta Rencana Pemerintah Digital BPS 2025-2029 pada SIA SPBE,RB General,tw3,50
22,a. Menyusun Kebijakan Arsitektur Pemerintah Digital BPS  2025-2029 (Perka BPS),Dokumen,Tersedianya Kebijakan Arsitektur Pemerintah Digital BPS 2025-2029,RB General,tw4,1
22,b. Menyusun Peta Rencana Pemerintah Digital BPS 2025-2029,Dokumen,Peta Rencana Pemerintah Digital BPS 2025-2029,RB General,tw4,1
22,c. Menggambarkan Peta Rencana Pemerintah Digital BPS  2025-2029 pada SIA SPBE,Persen,Tersedianya artifak Peta Rencana Pemerintah Digital BPS 2025-2029 pada SIA SPBE,RB General,tw4,100
23,1. Inventarisasi rekomendasi BPK yang belum ditindaklanjuti,Persen,Persentase daftar TLHP BPK yang belum di tindak lanjuti,RB General,tw1,0
23,2. Koordinasi dengan satker/unit kerja pemilik rekomendasi,Persen,Persentase notulen/bukti komunikasi,RB General,tw1,0
23,3. Klarifikasi dan verifikasi dokumen pendukung tindak lanjut,Persen,Persentase Berita Acara pemeriksaan dokumen,RB General,tw1,0
23,4. Evaluasi status tindak lanjut dan identifikasi hambatan,Persen,Persentase rekomendasi yang selesai (status sesuai),RB General,tw1,0
23,5. Penyampaian hasil pemantauan kepada pimpinan dan BPK,Persen,Persentase surat resmi yang telah di tandatangani /laporan,RB General,tw1,0
23,6. Updating Dashboard Pemantauan TL Rekomendasi BPK,Persen,"Persentase jumlah rekomendasi yang berstatus 1, 2, 3 atau 4",RB General,tw1,0
23,1. Inventarisasi rekomendasi BPK yang belum ditindaklanjuti,Persen,Persentase daftar TLHP BPK yang belum di tindak lanjuti,RB General,tw2,0
23,2. Koordinasi dengan satker/unit kerja pemilik rekomendasi,Persen,Persentase notulen/bukti komunikasi,RB General,tw2,0
23,3. Klarifikasi dan verifikasi dokumen pendukung tindak lanjut,Persen,Persentase Berita Acara pemeriksaan dokumen,RB General,tw2,0
23,4. Evaluasi status tindak lanjut dan identifikasi hambatan,Persen,Persentase rekomendasi yang selesai (status sesuai),RB General,tw2,0
23,5. Penyampaian hasil pemantauan kepada pimpinan dan BPK,Persen,Persentase surat resmi yang telah di tandatangani /laporan,RB General,tw2,0
23,6. Updating Dashboard Pemantauan TL Rekomendasi BPK,Persen,"Persentase jumlah rekomendasi yang berstatus 1, 2, 3 atau 4",RB General,tw2,0
23,1. Inventarisasi rekomendasi BPK yang belum ditindaklanjuti,Persen,Persentase daftar TLHP BPK yang belum di tindak lanjuti,RB General,tw3,100
23,2. Koordinasi dengan satker/unit kerja pemilik rekomendasi,Persen,Persentase notulen/bukti komunikasi,RB General,tw3,100
23,3. Klarifikasi dan verifikasi dokumen pendukung tindak lanjut,Persen,Persentase Berita Acara pemeriksaan dokumen,RB General,tw3,100
23,4. Evaluasi status tindak lanjut dan identifikasi hambatan,Persen,Persentase rekomendasi yang selesai (status sesuai),RB General,tw3,100
23,5. Penyampaian hasil pemantauan kepada pimpinan dan BPK,Persen,Persentase surat resmi yang telah di tandatangani /laporan,RB General,tw3,100
23,6. Updating Dashboard Pemantauan TL Rekomendasi BPK,Persen,"Persentase jumlah rekomendasi yang berstatus 1, 2, 3 atau 4",RB General,tw3,100
23,1. Inventarisasi rekomendasi BPK yang belum ditindaklanjuti,Persen,Persentase daftar TLHP BPK yang belum di tindak lanjuti,RB General,tw4,100
23,2. Koordinasi dengan satker/unit kerja pemilik rekomendasi,Persen,Persentase notulen/bukti komunikasi,RB General,tw4,100
23,3. Klarifikasi dan verifikasi dokumen pendukung tindak lanjut,Persen,Persentase Berita Acara pemeriksaan dokumen,RB General,tw4,100
23,4. Evaluasi status tindak lanjut dan identifikasi hambatan,Persen,Persentase rekomendasi yang selesai (status sesuai),RB General,tw4,100
23,5. Penyampaian hasil pemantauan kepada pimpinan dan BPK,Persen,Persentase surat resmi yang telah di tandatangani /laporan,RB General,tw4,100
23,6. Updating Dashboard Pemantauan TL Rekomendasi BPK,Persen,"Persentase jumlah rekomendasi yang berstatus 1, 2, 3 atau 4",RB General,tw4,100
24,1. Terlaksananya reviu SOP Evaluasi Pembangunan ZI,Dokumen,SOP Pengelolaan Pengaduan,RB General,tw1,1
24,2. Terlaksananya reviu Pedoman Evaluasi Pembangunan ZI,Dokumen,Pedoman Evaluasi ZI,RB General,tw1,1
24,Terlaksananya Pembangunan Dashboard Evaluasi Pembangunan ZI,Dokumen,Dashboard Evaluasi ZI,RB General,tw1,1
24,3. Pengembangan Aplikasi Evaluasi ZI,Dokumen,Aplikasi ZIAPP,RB General,tw1,1
24,4. Tersusunnya Kepka BPS tentang Tim Penilai Internal (TPI) Evaluasi Pembangunan ZI BPS Tahun 2025,Dokumen,Kepka TPI,RB General,tw1,1
24,Terlaksananya Sosialisasi Aplikasi ZIAPP,Dikumen,Laporan Sosialiasi,RB General,tw1,1
24,5. Terlaksananya Penyelenggaraan Bimbingan Teknis Evaluasi Pembangunan ZI,Dokumen ,Laporan Bimtek,RB General,tw1,1
24,6. Terlaksananya  Evaluasi (Desk dan Field) Pembangunan ZI oleh TPI,Dokumen ,Laporan Hasil Evaluasi (LHE) TPI ,RB General,tw1,-
24,7. Pleno Hasil Desk Evaluasi Pembangunan ZI,Dokumen ,Berita Acara Pleno,RB General,tw1,-
24,8. Submit usulan calon satker berpredikat menuju WBK/WBBM ke Kementerian PAN,Dokumen,Surat Kepala BPS,RB General,tw1,-
24,dan RB Hasil Penilaian TPI melalui Portal ZI,,,RB General,tw1,
24,9. Tersusunnya Kepka BPS tentang Satuan Kerja Berpredikat Menuju WBK/WBBM berdasarkan hasil Evaluasi TPI,Dokumen,Keutusan Kepala tentang Satuan Kerja Berpredikat Menuju WBK/WBBM berdasarkan hasil Evaluasi TPI,RB General,tw1,-
24,10. Pendampingan evaluasi ZI oleh Kemenpan RB,Dokumen,Laporan Pendampingan,RB General,tw1,-
24,1. Terlaksananya reviu SOP Evaluasi Pembangunan ZI,Dokumen,SOP Pengelolaan Pengaduan,RB General,tw2,1
24,2. Terlaksananya reviu Pedoman Evaluasi Pembangunan ZI,Dokumen,Pedoman Evaluasi ZI,RB General,tw2,1
24,Terlaksananya Pembangunan Dashboard Evaluasi Pembangunan ZI,Dokumen,Dashboard Evaluasi ZI,RB General,tw2,1
24,3. Pengembangan Aplikasi Evaluasi ZI,Dokumen,Aplikasi ZIAPP,RB General,tw2,1
24,4. Tersusunnya Kepka BPS tentang Tim Penilai Internal (TPI) Evaluasi Pembangunan ZI BPS Tahun 2025,Dokumen,Kepka TPI,RB General,tw2,1
24,Terlaksananya Sosialisasi Aplikasi ZIAPP,Dikumen,Laporan Sosialiasi,RB General,tw2,1
24,5. Terlaksananya Penyelenggaraan Bimbingan Teknis Evaluasi Pembangunan ZI,Dokumen ,Laporan Bimtek,RB General,tw2,1
24,6. Terlaksananya  Evaluasi (Desk dan Field) Pembangunan ZI oleh TPI,Dokumen ,Laporan Hasil Evaluasi (LHE) TPI ,RB General,tw2,113
24,7. Pleno Hasil Desk Evaluasi Pembangunan ZI,Dokumen ,Berita Acara Pleno,RB General,tw2,1
24,8. Submit usulan calon satker berpredikat menuju WBK/WBBM ke Kementerian PAN,Dokumen,Surat Kepala BPS,RB General,tw2,1
24,dan RB Hasil Penilaian TPI melalui Portal ZI,,,RB General,tw2,
24,9. Tersusunnya Kepka BPS tentang Satuan Kerja Berpredikat Menuju WBK/WBBM berdasarkan hasil Evaluasi TPI,Dokumen,Keutusan Kepala tentang Satuan Kerja Berpredikat Menuju WBK/WBBM berdasarkan hasil Evaluasi TPI,RB General,tw2,-
24,10. Pendampingan evaluasi ZI oleh Kemenpan RB,Dokumen,Laporan Pendampingan,RB General,tw2,-
24,1. Terlaksananya reviu SOP Evaluasi Pembangunan ZI,Dokumen,SOP Pengelolaan Pengaduan,RB General,tw3,1
